id,property,needs_translation,default,translated
3296,CONCEPT,u,Peribacillus asahii,
2981,CONCEPT,u,Peribacillus butanolivorans,
3302,CONCEPT,u,Peribacillus muralis,
3252,CONCEPT,u,Peribacillus psychrosaccharolyticus,
3060,CONCEPT,u,Peribacillus simplex,
2091,CONCEPT,u,Phaeoacremonium,
891,CONCEPT,u,Phaeoacremonium parasiticum,
518,CONCEPT,u,Phaeoannellomyces,
1234,CONCEPT,u,Phaeococcomyces,
272,CONCEPT,u,Phialemonium,
1439,CONCEPT,u,Phialemonium dimorphosporum,
429,CONCEPT,u,Phialemonium obovatum,
2127,CONCEPT,u,Phialophora,
167,CONCEPT,u,Phialophora americana,
2238,CONCEPT,u,Phialophora europaea,
1891,CONCEPT,u,Phialophora verrucosa,
2897,CONCEPT,u,Phocaeicola dorei,
3039,CONCEPT,u,Phocaeicola massiliensis,
3294,CONCEPT,u,Phocaeicola vulgatus,
45,CONCEPT,u,Photobacterium,
1380,CONCEPT,u,Photobacterium damselae damselae,
1208,CONCEPT,u,Photorhabdus,
287,CONCEPT,u,Photorhabdus asymbiotica,
781,CONCEPT,u,Photorhabdus luminescens,
265,CONCEPT,u,Photorhabdus temperata,
573,CONCEPT,u,Pichia,
3365,CONCEPT,u,Pichia fermentans,
2597,CONCEPT,u,Pichia kudriavzevii,
2627,CONCEPT,u,Picornaviridae,
1702,CONCEPT,u,Piedraia,
269,CONCEPT,u,Piedraia hortae,
2126,CONCEPT,u,Pithomyces,
1597,CONCEPT,u,Pityrosporum,
523,CONCEPT,u,Pityrosporum orbiculare,
401,CONCEPT,u,Plasmodium,
590,CONCEPT,u,Plesiomonas,
1324,CONCEPT,u,Plesiomonas shigelloides,
3379,CONCEPT,u,Pleurostoma,
3397,CONCEPT,u,Pleurostoma richardsiae,
630,CONCEPT,u,Pluralibacter,
58,CONCEPT,u,Pluralibacter gergoviae,
553,CONCEPT,u,Pluralibacter pyrinus,
2635,CONCEPT,u,Poliovirus,
2637,CONCEPT,u,Poliovirus 1,
2638,CONCEPT,u,Poliovirus 2,
2639,CONCEPT,u,Poliovirus 3,
2644,CONCEPT,u,Polyomaviridae,
1073,CONCEPT,u,Porphyromonas,
2955,CONCEPT,u,Porphyromonas asaccharolytica,
290,CONCEPT,u,Porphyromonas cangingivalis,
1006,CONCEPT,u,Porphyromonas canoris,
447,CONCEPT,u,Porphyromonas catoniae,
505,CONCEPT,u,Porphyromonas circumdentaria,
857,CONCEPT,u,Porphyromonas crevioricanis,
2284,CONCEPT,u,Porphyromonas endodontalis,
1250,CONCEPT,u,Porphyromonas gingivalis,
1893,CONCEPT,u,Porphyromonas gingivicanis,
640,CONCEPT,u,Porphyromonas gulae,
860,CONCEPT,u,Porphyromonas levii,
50,CONCEPT,u,Porphyromonas macacae,
1752,CONCEPT,u,Porphyromonas somerae,
480,CONCEPT,u,Poxviridae,
207,CONCEPT,u,Pragia,
323,CONCEPT,u,Pragia fontium,
1128,CONCEPT,u,Prevotella,
2279,CONCEPT,u,Prevotella bivia,
1355,CONCEPT,u,Prevotella buccae,
1863,CONCEPT,u,Prevotella buccalis,
404,CONCEPT,u,Prevotella corporis,
2388,CONCEPT,u,Prevotella dentalis,
338,CONCEPT,u,Prevotella denticola,
1586,CONCEPT,u,Prevotella disiens,
1942,CONCEPT,u,Prevotella enoeca,
385,CONCEPT,u,Prevotella intermedia,
2364,CONCEPT,u,Prevotella loescheii,
139,CONCEPT,u,Prevotella marshii,
362,CONCEPT,u,Prevotella melaninogenica,
624,CONCEPT,u,Prevotella multiformis,
2332,CONCEPT,u,Prevotella multisaccharivorax,
2167,CONCEPT,u,Prevotella nigrescens,
627,CONCEPT,u,Prevotella oralis,
2956,CONCEPT,u,Prevotella oralis group,
1005,CONCEPT,u,Prevotella oris,
582,CONCEPT,u,Prevotella oulorum,
194,CONCEPT,u,Prevotella pallens,
2522,CONCEPT,u,Prevotella ruminicola,
1545,CONCEPT,u,Prevotella salivae,
909,CONCEPT,u,Prevotella shahii,
1472,CONCEPT,u,Prevotella veroralis,
3271,CONCEPT,u,Priestia endophytica,
3177,CONCEPT,u,Priestia flexa,
3226,CONCEPT,u,Priestia megaterium,
2675,CONCEPT,u,Primate T-lymphotropic virus 1,
2677,CONCEPT,u,Primate T-lymphotropic virus 2,
2679,CONCEPT,u,Primate T-lymphotropic virus 3,
2612,CONCEPT,u,Primate erythroparvovirus 1,
1753,CONCEPT,u,Propionibacterium,
18,CONCEPT,u,Propionibacterium australiense,
986,CONCEPT,u,Propionibacterium cyclohexanicum,
399,CONCEPT,u,Propionibacterium freudenreichii,
1998,CONCEPT,u,Propioniferax,
3316,CONCEPT,u,Propioniferax innocua,
2512,CONCEPT,u,Propionimicrobium,
2571,CONCEPT,u,Propionimicrobium lymphophilum,
2386,CONCEPT,u,Proteus,
2731,CONCEPT,u,Proteus faecis,
1671,CONCEPT,u,Proteus hauseri,
420,CONCEPT,u,Proteus mirabilis,
1179,CONCEPT,u,Proteus penneri,
1517,CONCEPT,u,Proteus vulgaris,
252,CONCEPT,u,Prototheca,
2478,CONCEPT,u,Prototheca wickerhamii,
2411,CONCEPT,u,Prototheca zopfii,
1876,CONCEPT,u,Providencia,
2084,CONCEPT,u,Providencia alcalifaciens,
2178,CONCEPT,u,Providencia heimbachae,
516,CONCEPT,u,Providencia rettgeri,
2120,CONCEPT,u,Providencia rustigianii,
535,CONCEPT,u,Providencia stuartii,
3183,CONCEPT,u,Pseudalkalibacillus decolorationis,
3008,CONCEPT,u,Pseudalkalibacillus hwajinpoensis,
1533,CONCEPT,u,Pseudallescheria,
657,CONCEPT,u,Pseudallescheria boydii,
3191,CONCEPT,u,Pseudarthrobacter chlorophenolicus,
2976,CONCEPT,u,Pseudarthrobacter oxydans,
3225,CONCEPT,u,Pseudarthrobacter polychromogenes,
3007,CONCEPT,u,Pseudarthrobacter scleromae,
3321,CONCEPT,u,Pseudarthrobacter sulfonivorans,
3325,CONCEPT,u,Pseudescherichia vulneris,
445,CONCEPT,u,Pseudoclavibacter,
806,CONCEPT,u,Pseudoflavonifractor,
2415,CONCEPT,u,Pseudoflavonifractor capillosus,
3164,CONCEPT,u,Pseudoglutamicibacter albus,
3006,CONCEPT,u,Pseudoglutamicibacter cumminsii,
3025,CONCEPT,u,Pseudoleptotrichia goodfellowii,
1975,CONCEPT,u,Pseudomonas,
1958,CONCEPT,u,Pseudomonas aeruginosa,
2083,CONCEPT,u,Pseudomonas alcaligenes,
2831,CONCEPT,u,Pseudomonas andersonii,
2832,CONCEPT,u,Pseudomonas asiatica,
2448,CONCEPT,u,Pseudomonas beteli,
974,CONCEPT,u,Pseudomonas chlororaphis,
609,CONCEPT,u,Pseudomonas fluorescens,
2833,CONCEPT,u,Pseudomonas fulva,
2834,CONCEPT,u,Pseudomonas japonica,
2835,CONCEPT,u,Pseudomonas juntendi,
309,CONCEPT,u,Pseudomonas marginalis,
2063,CONCEPT,u,Pseudomonas mendocina,
1445,CONCEPT,u,Pseudomonas monteilii,
675,CONCEPT,u,Pseudomonas mosselii,
2988,CONCEPT,u,Pseudomonas oleovorans,
1204,CONCEPT,u,Pseudomonas oryzihabitans,
2838,CONCEPT,u,Pseudomonas otitidis,
2839,CONCEPT,u,Pseudomonas poae,
1775,CONCEPT,u,Pseudomonas putida,
1561,CONCEPT,u,Pseudomonas stutzeri,
2225,CONCEPT,u,Pseudomonas veronii,
2840,CONCEPT,u,Pseudomonas yangonensis,
1884,CONCEPT,u,Pseudoramibacter,
2565,CONCEPT,u,Pseudoramibacter alactolyticus,
1065,CONCEPT,u,Pseudoxanthomonas,
2449,CONCEPT,u,Pseudoxanthomonas koreensis,
2334,CONCEPT,u,Pseudozyma,
51,CONCEPT,u,Psychrobacillus,
1972,CONCEPT,u,Psychrobacter,
2505,CONCEPT,u,Psychrobacter immobilis,
1525,CONCEPT,u,Psychrobacter phenylpyruvicus,
2972,CONCEPT,u,Pullulanibacillus naganoensis,
3366,CONCEPT,u,Purpureocillium lilacinum,
2354,CONCEPT,u,Pyrenochaeta,
3361,CONCEPT,u,Pyrenophora,
3389,CONCEPT,u,Quambalaria cyanescens,
209,CONCEPT,u,Rahnella,
943,CONCEPT,u,Rahnella aquatilis,
1964,CONCEPT,u,Ralstonia,
2421,CONCEPT,u,Ralstonia insidiosa,
1119,CONCEPT,u,Ralstonia mannitolilytica,
954,CONCEPT,u,Ralstonia pickettii,
2202,CONCEPT,u,Raoultella,
963,CONCEPT,u,Raoultella ornithinolytica,
1402,CONCEPT,u,Raoultella planticola,
1294,CONCEPT,u,Raoultella terrigena,
536,CONCEPT,u,Respirovirus,
2689,CONCEPT,u,Rhabdoviridae,
1187,CONCEPT,u,Rhinocladiella aquaspersa,
1120,CONCEPT,u,Rhinocladiella atrovirens,
2061,CONCEPT,u,Rhinosporidium,
427,CONCEPT,u,Rhizobium,
3005,CONCEPT,u,Rhizobium viscosum,
1191,CONCEPT,u,Rhizomucor,
403,CONCEPT,u,Rhizomucor miehei,
1630,CONCEPT,u,Rhizomucor pusillus,
1708,CONCEPT,u,Rhizopus,
799,CONCEPT,u,Rhizopus arrhizus,
2586,CONCEPT,u,Rhizopus microsporus,
227,CONCEPT,u,Rhizopus stolonifer,
2252,CONCEPT,u,Rhodococcus,
1393,CONCEPT,u,Rhodococcus chubuensis,
1776,CONCEPT,u,Rhodococcus equi,
1712,CONCEPT,u,Rhodococcus erythropolis,
2169,CONCEPT,u,Rhodococcus fascians,
998,CONCEPT,u,Rhodococcus globerulus,
1076,CONCEPT,u,Rhodococcus gordoniae,
3115,CONCEPT,u,Rhodococcus hoagii,
2464,CONCEPT,u,Rhodococcus obuensis,
1971,CONCEPT,u,Rhodococcus rhodochrous,
819,CONCEPT,u,Rhodotorula,
2472,CONCEPT,u,Rhodotorula glutinis,
3347,CONCEPT,u,Rhodotorula mucilaginosa var. mucilaginosa,
414,CONCEPT,u,Rickettsia,
2101,CONCEPT,u,Rickettsia akari,
1566,CONCEPT,u,Rickettsia conorii,
325,CONCEPT,u,Rickettsia parkeri,
817,CONCEPT,u,Rickettsia prowazekii,
1356,CONCEPT,u,Rickettsia rickettsii,
236,CONCEPT,u,Rickettsia sibirica,
1860,CONCEPT,u,Rickettsia typhi,
812,CONCEPT,u,Riemerella,
2974,CONCEPT,u,Riemerella anatipestifera,
3341,CONCEPT,u,Rift Valley fever phlebovirus,
3236,CONCEPT,u,Robertmurraya korlensis,
3243,CONCEPT,u,Robertmurraya siralis,
345,CONCEPT,u,Robinsoniella,
1800,CONCEPT,u,Robinsoniella peoriensis,
3107,CONCEPT,u,Rodentibacter pneumotropicus,
716,CONCEPT,u,Roseomonas,
283,CONCEPT,u,Roseomonas cervicalis,
1774,CONCEPT,u,Roseomonas gilardii,
1362,CONCEPT,u,Roseomonas mucosa,
3217,CONCEPT,u,Rossellomorea aquimaris,
3216,CONCEPT,u,Rossellomorea marisflavi,
3307,CONCEPT,u,Rossellomorea vietnamensis,
2155,CONCEPT,u,Rotavirus,
2234,CONCEPT,u,Rothia,
1383,CONCEPT,u,Rothia aeria,
1377,CONCEPT,u,Rothia dentocariosa,
3269,CONCEPT,u,Rothia kristinae,
1242,CONCEPT,u,Rothia mucilaginosa,
778,CONCEPT,u,Rubivirus,
3342,CONCEPT,u,Rubivirus rubellae,
1840,CONCEPT,u,Ruminococcus,
2361,CONCEPT,u,Ruminococcus gnavus,
2190,CONCEPT,u,Rummeliibacillus,
486,CONCEPT,u,Rummeliibacillus pycnus,
1706,CONCEPT,u,Saccharomonospora,
835,CONCEPT,u,Saccharomonospora glauca,
2172,CONCEPT,u,Saccharomonospora viridis,
2700,CONCEPT,u,Saccharomyces,
2695,CONCEPT,u,Saccharomyces cerevisiae,
1389,CONCEPT,u,Saccharopolyspora,
1422,CONCEPT,u,Saccharopolyspora rectivirgula,
2686,CONCEPT,u,Saint Louis encephalitis virus,
617,CONCEPT,u,Saksenaea,
2350,CONCEPT,u,Saksenaea vasiformis,
3085,CONCEPT,u,Salipaludibacillus agaradhaerens,
2980,CONCEPT,u,Salisediminibacterium selenitireducens,
2504,CONCEPT,u,Salmonella,
2074,CONCEPT,u,Salmonella bongori,
40,CONCEPT,u,Salmonella enterica,
2732,CONCEPT,u,Salmonella enterica arizonae,
2768,CONCEPT,u,Salmonella enterica diarizonae,
2733,CONCEPT,u,Salmonella enterica enterica,
2740,CONCEPT,u,Salmonella enterica enterica Bareilly,
2734,CONCEPT,u,Salmonella enterica enterica Choleraesuis,
2736,CONCEPT,u,Salmonella enterica enterica Enteritidis,
2738,CONCEPT,u,Salmonella enterica enterica Infantis,
2742,CONCEPT,u,Salmonella enterica enterica Isangi,
2744,CONCEPT,u,Salmonella enterica enterica Kottbus,
2746,CONCEPT,u,Salmonella enterica enterica Livingstone,
2748,CONCEPT,u,Salmonella enterica enterica Montevideo,
2750,CONCEPT,u,Salmonella enterica enterica Newport,
2752,CONCEPT,u,Salmonella enterica enterica Ohio,
2754,CONCEPT,u,Salmonella enterica enterica Senftenberg,
2756,CONCEPT,u,Salmonella enterica enterica Tennessee,
2764,CONCEPT,u,Salmonella enterica enterica Typhi,
2766,CONCEPT,u,Salmonella enterica enterica Typhimurium,
2758,CONCEPT,u,Salmonella enterica enterica Urbana,
2760,CONCEPT,u,Salmonella enterica enterica Virchow,
2762,CONCEPT,u,Salmonella enterica enterica Worthington,
2771,CONCEPT,u,Salmonella enterica houtenae,
2769,CONCEPT,u,Salmonella enterica indica,
2770,CONCEPT,u,Salmonella enterica salamae,
930,CONCEPT,u,Sarcina,
2459,CONCEPT,u,Sarcina ventriculi,
88,CONCEPT,u,Sarcocystis,
3382,CONCEPT,u,Sarocladium kiliense,
3384,CONCEPT,u,Sarocladium strictum,
1885,CONCEPT,u,Scardovia,
1652,CONCEPT,u,Scardovia inopinata,
642,CONCEPT,u,Scedosporium,
1795,CONCEPT,u,Scedosporium apiospermum,
145,CONCEPT,u,Scedosporium boydii,
2547,CONCEPT,u,Scedosporium prolificans,
3241,CONCEPT,u,Schaalia cardiffensis,
3251,CONCEPT,u,Schaalia funkei,
3208,CONCEPT,u,Schaalia georgiae,
3267,CONCEPT,u,Schaalia meyeri,
3298,CONCEPT,u,Schaalia odontolytica,
3166,CONCEPT,u,Schaalia radingae,
3040,CONCEPT,u,Schaalia turicensis,
3122,CONCEPT,u,Schinkia azotoformans,
798,CONCEPT,u,Schizophyllum,
723,CONCEPT,u,Schizophyllum commune,
782,CONCEPT,u,Schwanniomyces polymorphus,
1539,CONCEPT,u,Scolecobasidium,
2304,CONCEPT,u,Scopulariopsis,
598,CONCEPT,u,Scopulariopsis brevicaulis,
2184,CONCEPT,u,Scopulariopsis candida,
326,CONCEPT,u,Scytalidium,
619,CONCEPT,u,Selenomonas,
748,CONCEPT,u,Selenomonas artemidis,
1656,CONCEPT,u,Selenomonas dianae,
1609,CONCEPT,u,Selenomonas flueggei,
165,CONCEPT,u,Selenomonas infelix,
1221,CONCEPT,u,Selenomonas noxia,
2029,CONCEPT,u,Selenomonas sputigena,
1845,CONCEPT,u,Sepedonium,
2393,CONCEPT,u,Serratia,
1895,CONCEPT,u,Serratia entomophila,
1552,CONCEPT,u,Serratia ficaria,
893,CONCEPT,u,Serratia fonticola,
2295,CONCEPT,u,Serratia grimesii,
1456,CONCEPT,u,Serratia liquefaciens,
1827,CONCEPT,u,Serratia marcescens,
1162,CONCEPT,u,Serratia odorifera,
2233,CONCEPT,u,Serratia plymuthica,
1846,CONCEPT,u,Serratia proteamaculans,
2337,CONCEPT,u,Serratia quinivorans,
768,CONCEPT,u,Serratia rubidaea,
1047,CONCEPT,u,Serratia ureilytica,
2607,CONCEPT,u,Severe acute respiratory syndrome coronavirus 2,
2606,CONCEPT,u,Severe acute respiratory syndrome-related coronavirus,
2596,CONCEPT,u,Shewanella,
1850,CONCEPT,u,Shewanella algae,
863,CONCEPT,u,Shewanella putrefaciens,
86,CONCEPT,u,Shigella,
1438,CONCEPT,u,Shigella boydii,
828,CONCEPT,u,Shigella dysenteriae,
1541,CONCEPT,u,Shigella flexneri,
1450,CONCEPT,u,Shigella sonnei,
3134,CONCEPT,u,Shouchella clausii,
3041,CONCEPT,u,Shouchella gibsonii,
3165,CONCEPT,u,Shouchella patagoniensis,
3256,CONCEPT,u,Siminovitchia farraginis,
3295,CONCEPT,u,Siminovitchia fordii,
3004,CONCEPT,u,Siminovitchia fortis,
1210,CONCEPT,u,Simonsiella,
1348,CONCEPT,u,Simonsiella muelleri,
355,CONCEPT,u,Slackia,
1564,CONCEPT,u,Slackia exigua,
1598,CONCEPT,u,Slackia heliotrinireducens,
1244,CONCEPT,u,Sneathia,
524,CONCEPT,u,Sneathia sanguinegens,
2772,CONCEPT,u,Sodalis praecaptivus,
520,CONCEPT,u,Solibacillus,
1913,CONCEPT,u,Solibacillus silvestris,
2589,CONCEPT,u,Solobacterium,
1996,CONCEPT,u,Solobacterium moorei,
156,CONCEPT,u,Sphingobacterium,
953,CONCEPT,u,Sphingobacterium faecium,
3281,CONCEPT,u,Sphingobacterium mizutaii,
109,CONCEPT,u,Sphingobacterium multivorum,
989,CONCEPT,u,Sphingobacterium spiritivorum,
1917,CONCEPT,u,Sphingobacterium thalpophilum,
310,CONCEPT,u,Sphingomonas,
1366,CONCEPT,u,Sphingomonas parapaucimobilis,
529,CONCEPT,u,Sphingomonas paucimobilis,
1562,CONCEPT,u,Spirillum,
1953,CONCEPT,u,Sporobolomyces,
1311,CONCEPT,u,Sporobolomyces roseus,
1768,CONCEPT,u,Sporobolomyces salmonicolor,
2529,CONCEPT,u,Sporolactobacillus,
436,CONCEPT,u,Sporolactobacillus laevolacticus,
738,CONCEPT,u,Sporopachydermia,
1724,CONCEPT,u,Sporosarcina,
3193,CONCEPT,u,Sporosarcina pasteurii,
2990,CONCEPT,u,Sporosarcina psychrophila,
478,CONCEPT,u,Sporothrix,
1408,CONCEPT,u,Sporothrix schenckii,
3400,CONCEPT,u,Sporotrichum gougerotii,
1379,CONCEPT,u,Sporotrichum pruinosum,
2030,CONCEPT,u,Stachybotrys,
1134,CONCEPT,u,Stachybotrys chartarum,
481,CONCEPT,u,Staphylococcus,
2778,CONCEPT,u,Staphylococcus argenteus,
1835,CONCEPT,u,Staphylococcus arlettae,
934,CONCEPT,u,Staphylococcus aureus,
780,CONCEPT,u,Staphylococcus auricularis,
2779,CONCEPT,u,Staphylococcus borealis,
1193,CONCEPT,u,Staphylococcus capitis,
6,CONCEPT,u,Staphylococcus capitis capitis,
2246,CONCEPT,u,Staphylococcus capitis urealyticus,
791,CONCEPT,u,Staphylococcus caprae,
2223,CONCEPT,u,Staphylococcus carnosus,
1298,CONCEPT,u,Staphylococcus carnosus carnosus,
3330,CONCEPT,u,Staphylococcus casei,
2342,CONCEPT,u,Staphylococcus chromogenes,
2999,CONCEPT,u,Staphylococcus coagulans,
815,CONCEPT,u,Staphylococcus cohnii,
946,CONCEPT,u,Staphylococcus condimenti,
2780,CONCEPT,u,Staphylococcus cornubiensis,
1816,CONCEPT,u,Staphylococcus delphini,
810,CONCEPT,u,Staphylococcus epidermidis,
2059,CONCEPT,u,Staphylococcus equorum,
2458,CONCEPT,u,Staphylococcus equorum equorum,
808,CONCEPT,u,Staphylococcus equorum linens,
2514,CONCEPT,u,Staphylococcus felis,
153,CONCEPT,u,Staphylococcus gallinarum,
1603,CONCEPT,u,Staphylococcus haemolyticus,
1156,CONCEPT,u,Staphylococcus hominis,
1447,CONCEPT,u,Staphylococcus hominis hominis,
110,CONCEPT,u,Staphylococcus hominis novobiosepticus,
2496,CONCEPT,u,Staphylococcus hyicus,
393,CONCEPT,u,Staphylococcus intermedius,
24,CONCEPT,u,Staphylococcus kloosii,
1842,CONCEPT,u,Staphylococcus lugdunensis,
708,CONCEPT,u,Staphylococcus lutrae,
2781,CONCEPT,u,Staphylococcus massiliensis,
1463,CONCEPT,u,Staphylococcus muscae,
155,CONCEPT,u,Staphylococcus nepalensis,
978,CONCEPT,u,Staphylococcus pasteuri,
823,CONCEPT,u,Staphylococcus pettenkoferi,
457,CONCEPT,u,Staphylococcus piscifermentans,
2272,CONCEPT,u,Staphylococcus pseudintermedius,
2782,CONCEPT,u,Staphylococcus pseudolugdunensis,
19,CONCEPT,u,Staphylococcus saccharolyticus,
739,CONCEPT,u,Staphylococcus saprophyticus,
500,CONCEPT,u,Staphylococcus saprophyticus saprophyticus,
741,CONCEPT,u,Staphylococcus schleiferi,
2775,CONCEPT,u,Staphylococcus sciuri sciuri,
2028,CONCEPT,u,Staphylococcus simulans,
1026,CONCEPT,u,Staphylococcus succinus,
3026,CONCEPT,u,Staphylococcus ureilyticus,
375,CONCEPT,u,Staphylococcus warneri,
1416,CONCEPT,u,Staphylococcus xylosus,
3350,CONCEPT,u,Starmera stellimalicola,
144,CONCEPT,u,Stemphylium,
364,CONCEPT,u,Stephanoascus,
231,CONCEPT,u,Streptobacillus,
566,CONCEPT,u,Streptobacillus moniliformis,
1642,CONCEPT,u,Streptococcus,
474,CONCEPT,u,Streptococcus acidominimus,
2600,CONCEPT,u,Streptococcus agalactiae,
2255,CONCEPT,u,Streptococcus alactolyticus,
1711,CONCEPT,u,Streptococcus anginosus,
2799,CONCEPT,u,Streptococcus anginosus group,
2488,CONCEPT,u,Streptococcus australis,
2801,CONCEPT,u,Streptococcus bovis group,
2405,CONCEPT,u,Streptococcus canis,
751,CONCEPT,u,Streptococcus constellatus,
2203,CONCEPT,u,Streptococcus constellatus constellatus,
918,CONCEPT,u,Streptococcus constellatus pharyngis,
644,CONCEPT,u,Streptococcus criceti,
1583,CONCEPT,u,Streptococcus cristatus,
2784,CONCEPT,u,Streptococcus devriesei,
289,CONCEPT,u,Streptococcus downei,
1701,CONCEPT,u,Streptococcus dysgalactiae,
1751,CONCEPT,u,Streptococcus dysgalactiae dysgalactiae,
744,CONCEPT,u,Streptococcus dysgalactiae equisimilis,
1479,CONCEPT,u,Streptococcus entericus,
2493,CONCEPT,u,Streptococcus equi,
2153,CONCEPT,u,Streptococcus equi equi,
148,CONCEPT,u,Streptococcus equi zooepidemicus,
2323,CONCEPT,u,Streptococcus equinus,
1313,CONCEPT,u,Streptococcus ferus,
2785,CONCEPT,u,Streptococcus gallinaceus,
1163,CONCEPT,u,Streptococcus gallolyticus,
1390,CONCEPT,u,Streptococcus gallolyticus gallolyticus,
1201,CONCEPT,u,Streptococcus gallolyticus macedonicus,
1613,CONCEPT,u,Streptococcus gallolyticus pasteurianus,
388,CONCEPT,u,Streptococcus gordonii,
2786,CONCEPT,u,Streptococcus halichoeri,
2787,CONCEPT,u,Streptococcus hongkongensis,
2004,CONCEPT,u,Streptococcus hyovaginalis,
1783,CONCEPT,u,Streptococcus infantarius,
2338,CONCEPT,u,Streptococcus infantarius coli,
1514,CONCEPT,u,Streptococcus infantarius infantarius,
1470,CONCEPT,u,Streptococcus infantis,
2222,CONCEPT,u,Streptococcus iniae,
802,CONCEPT,u,Streptococcus intermedius,
2788,CONCEPT,u,Streptococcus lactarius,
1661,CONCEPT,u,Streptococcus lutetiensis,
2391,CONCEPT,u,Streptococcus macacae,
2789,CONCEPT,u,Streptococcus massiliensis,
2790,CONCEPT,u,Streptococcus merionis,
2791,CONCEPT,u,Streptococcus minor,
668,CONCEPT,u,Streptococcus mitis,
2802,CONCEPT,u,Streptococcus mitis group,
621,CONCEPT,u,Streptococcus mutans,
2803,CONCEPT,u,Streptococcus mutans group,
1066,CONCEPT,u,Streptococcus oralis,
3064,CONCEPT,u,Streptococcus oralis dentisani,
3179,CONCEPT,u,Streptococcus oralis tigurinus,
217,CONCEPT,u,Streptococcus ovis,
764,CONCEPT,u,Streptococcus parasanguinis,
1981,CONCEPT,u,Streptococcus parauberis,
1932,CONCEPT,u,Streptococcus peroris,
98,CONCEPT,u,Streptococcus pluranimalium,
126,CONCEPT,u,Streptococcus pneumoniae,
450,CONCEPT,u,Streptococcus porcinus,
261,CONCEPT,u,Streptococcus pseudopneumoniae,
1792,CONCEPT,u,Streptococcus pseudoporcinus,
1599,CONCEPT,u,Streptococcus pyogenes,
1818,CONCEPT,u,Streptococcus ratti,
1126,CONCEPT,u,Streptococcus salivarius,
2804,CONCEPT,u,Streptococcus salivarius group,
1882,CONCEPT,u,Streptococcus salivarius salivarius,
2132,CONCEPT,u,Streptococcus salivarius thermophilus,
537,CONCEPT,u,Streptococcus sanguinis,
2805,CONCEPT,u,Streptococcus sanguinis group,
1011,CONCEPT,u,Streptococcus sinensis,
226,CONCEPT,u,Streptococcus sobrinus,
1025,CONCEPT,u,Streptococcus suis,
2793,CONCEPT,u,Streptococcus thoraltensis,
1094,CONCEPT,u,Streptococcus uberis,
2794,CONCEPT,u,Streptococcus urinalis,
867,CONCEPT,u,Streptococcus vestibularis,
2507,CONCEPT,u,Streptomyces,
1319,CONCEPT,u,Streptomyces albus,
1176,CONCEPT,u,Streptomyces bikiniensis,
2040,CONCEPT,u,Streptomyces candidus,
2501,CONCEPT,u,Streptomyces clavuligerus,
2023,CONCEPT,u,Streptomyces filamentosus,
2445,CONCEPT,u,Streptomyces griseus,
638,CONCEPT,u,Streptomyces lincolnensis,
773,CONCEPT,u,Streptomyces somaliensis,
2163,CONCEPT,u,Streptomyces spectabilis,
151,CONCEPT,u,Streptomyces thermovulgaris,
2456,CONCEPT,u,Streptomyces venezuelae,
2836,CONCEPT,u,Stutzerimonas nosocomialis,
343,CONCEPT,u,Succinivibrio,
2336,CONCEPT,u,Succinivibrio dextrinosolvens,
3140,CONCEPT,u,Sutcliffiella cohnii,
3220,CONCEPT,u,Sutcliffiella halmapala,
3196,CONCEPT,u,Sutcliffiella horikoshii,
1013,CONCEPT,u,Sutterella,
2447,CONCEPT,u,Sutterella wadsworthensis,
1779,CONCEPT,u,Suttonella,
1278,CONCEPT,u,Suttonella indologenes,
3392,CONCEPT,u,Sydowia,
1061,CONCEPT,u,Syncephalastrum,
1360,CONCEPT,u,Syncephalastrum racemosum,
1452,CONCEPT,u,Talaromyces,
171,CONCEPT,u,Talaromyces marneffei,
178,CONCEPT,u,Talaromyces ruber,
3353,CONCEPT,u,Talaromyces verruculosus,
1836,CONCEPT,u,Tanapox virus,
2531,CONCEPT,u,Tannerella,
2294,CONCEPT,u,Tannerella forsythia,
318,CONCEPT,u,Tatumella,
592,CONCEPT,u,Tatumella ptyseos,
2773,CONCEPT,u,Tatumella saanichensis,
3404,CONCEPT,u,Tausonia pullulans,
3323,CONCEPT,u,Terrisporobacter glycolicus,
2158,CONCEPT,u,Tetragenococcus,
629,CONCEPT,u,Tetragenococcus halophilus,
2292,CONCEPT,u,Tetragenococcus solitarius,
1096,CONCEPT,u,Thermoactinomyces,
3373,CONCEPT,u,Thyridium curvatum,
2389,CONCEPT,u,Tick-borne encephalitis virus,
1681,CONCEPT,u,Tissierella,
1021,CONCEPT,u,Tissierella praeacuta,
1563,CONCEPT,u,Togaviridae,
377,CONCEPT,u,Trabulsiella,
1523,CONCEPT,u,Trabulsiella guamensis,
648,CONCEPT,u,Treponema,
2957,CONCEPT,u,Treponema carateum,
2317,CONCEPT,u,Treponema pallidum,
3371,CONCEPT,u,Trichomonascus ciferrii,
280,CONCEPT,u,Trichophyton,
83,CONCEPT,u,Trichosporon,
3413,CONCEPT,u,Trichosporon asteroides,
1798,CONCEPT,u,Trichosporon beigelii,
1834,CONCEPT,u,Trichosporon inkin,
571,CONCEPT,u,Trichosporon ovoides,
1154,CONCEPT,u,Trichothecium,
2958,CONCEPT,u,Tropheryma,
2959,CONCEPT,u,Tropheryma whipplei,
2542,CONCEPT,u,Trueperella,
295,CONCEPT,u,Trueperella bernardiae,
2122,CONCEPT,u,Trueperella pyogenes,
2305,CONCEPT,u,Tsukamurella,
